id,name_tr,name_en,category,sub_category,city,district,neighbourhood,address,region_id,summary_tr,summary_en,opening_hours,ticket_required,website,main_image_url,is_unesco,protection_status,source_name,source_url,last_update,lon,lat
TR-00034,Göbeklitepe,Göbeklitepe,Arkeolojik Sit Alanı,Tapınak,Şanlıurfa,Haliliye,Örencik,"Örencik Köyü, Haliliye, Şanlıurfa",TR-EAST,"Göbeklitepe, Şanlıurfa il merkezinin yaklaşık 18 km kuzeydoğusunda yer alan, Neolitik döneme ait arkeolojik bir sit alanıdır. 1996 yılında keşfedilen bu alan, insanlık tarihinin bilinen en eski tapınak kalıntılarını barındırmaktadır.","Göbeklitepe is a Neolithic archaeological site located approximately 18 km northeast of the city of Şanlıurfa. Discovered in 1996, this area houses the oldest known temple remains in human history.",08:00-17:00,TRUE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/G%C3%B6beklitepe, https://whc.unesco.org/en/list/1572/, https://muze.gov.tr/muze-detay?SectionId=GOP01&PlaceId=36897",2023-10-26,38.921389,38.922222
TR-00035,Habib-i Neccar Camii,Habib-i Neccar Mosque,Dini Yapı,Cami,Hatay,Antakya,Kurtuluş,"Kurtuluş Caddesi, Antakya, Hatay",TR-EAST,"Habib-i Neccar Camii, Türkiye'nin Hatay ilinin Antakya ilçesinde bulunan tarihi bir camidir. Hristiyanlık döneminde inşa edilmiş bir kilisenin üzerine inşa edilmiştir. İslam dünyasında inşa edilen ilk camilerden biri olarak kabul edilir.","The Habib-i Neccar Mosque is a historic mosque located in Antakya, Hatay, Turkey. It is considered to be one of the oldest mosques in Anatolia, named after Habib-i Neccar, a disciple of Jesus who was martyred in Antakya.",Açık,FALSE,,,FALSE,,"Wikipedia, Unesco, Muze.gov.tr",https://tr.wikipedia.org/wiki/Habib-i_Neccar_Camii,,36.205278,36.195
TR-00036,Hacılar Höyüğü,Hacilar Hoyuk,Arkeolojik Sit Alanı,Yerleşim Yeri,Burdur,Merkez,,,TR-EAST,"Hacılar Höyüğü, Burdur'un 25 km güneybatısında yer alan Neolitik ve Kalkolitik döneme ait bir arkeolojik sit alanıdır. 1957-1960 yılları arasında James Mellaart tarafından kazılmıştır. Yerleşim, MÖ 7000'den MÖ 5000'e kadar uzanmaktadır ve dokuz evreden oluşmaktadır.","Hacılar Höyüğü is an archaeological site near the city of Burdur, Turkey. It was occupied from the Early Neolithic period (c. 7000 BC) through the Chalcolithic period (c. 5000 BC). The site is best known for its well-preserved remains of mudbrick houses and its pottery.",,FALSE,,,FALSE,Tescilli Arkeolojik Sit Alanı,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Hac%C4%B1lar_H%C3%B6y%C3%BC%C4%9F%C3%BC,2023-10-20,30.255,37.668
TR-00037,Hakkari Taş Evleri,Hakkari Stone Houses,Mimari,Konut,Hakkari,Merkez,,,TR-EAST,"Hakkari Taş Evleri, Hakkari şehir merkezinde bulunan geleneksel mimariye sahip taş evlerdir. Evlerin yapımında yöreye özgü taşlar kullanılmıştır.","Hakkari Stone Houses are traditional stone houses with local architecture, located in the city center of Hakkari. The houses were built using stones unique to the region.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",,2023-10-26,43.755556,37.576389
TR-00038,Harput Kalesi,Harput Castle,Tarihi Eser,Kale,Elazığ,Merkez,Harput,"Harput Mahallesi, Elazığ Merkez",TR-EAST,"Harput Kalesi, Elazığ'ın Harput Mahallesi'nde bulunan tarihi bir kaledir. Urartular tarafından M.Ö. 9. yüzyılda inşa edildiği tahmin edilmektedir. Farklı medeniyetlere ev sahipliği yapmıştır.",Harput Castle is a historical castle located in the Harput district of Elazığ. It is estimated to have been built by the Urartians in the 9th century BC. It has hosted different civilizations.,,FALSE,,,FALSE,Koruma Altında,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Harput_Kalesi,2023-10-26,39.224722,38.571944
TR-00039,Harput Ulu Camii,Harput Grand Mosque,Dini Yapı,Cami,Elazığ,Merkez,Harput,"Harput Mahallesi, Elazığ Merkez",TR-EAST,"Harput Ulu Camii, Elazığ'ın Harput ilçesinde bulunan tarihi bir camidir. 1156-1157 yıllarında Artuklu hükümdarı Fahrettin Karaaslan tarafından yaptırılmıştır. Cami, özellikle eğri minaresiyle dikkat çekmektedir.",Harput Grand Mosque is a historical mosque located in the Harput district of Elazığ. It was built by the Artuqid ruler Fahrettin Karaaslan in 1156-1157. The mosque is particularly noteworthy for its leaning minaret.,,FALSE,,,FALSE,Tescilli Kültür Varlığı,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Harput_Ulu_Cami,2023-10-26,39.234444,38.570278
TR-00040,Harran Evleri,Harran Houses,Mimari,Geleneksel Ev,Şanlıurfa,Harran,,"Harran, Şanlıurfa, Türkiye",TR-EAST,"Harran Evleri, Şanlıurfa'nın Harran ilçesinde bulunan, konik kubbeli yapısıyla dikkat çeken geleneksel evlerdir. Bölgenin sıcak iklimine uygun olarak inşa edilmişlerdir.","Harran Houses are traditional houses located in the Harran district of Şanlıurfa, notable for their conical dome structure. They are built to suit the hot climate of the region.",,FALSE,,,TRUE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://whc.unesco.org/en/tentativelists/2047/,2023-10-20,39.0333,36.8667
TR-00041,Hasan Paşa Hanı,Hasan Pasha Han,Han,Kervansaray,Kars,Merkez,Ortakapı,"Ortakapı Mahallesi, Hanlar Sokak No:12, Kars",TR-EAST,"Hasan Paşa Hanı, Kars şehir merkezinde yer alan tarihi bir yapıdır. 19. yüzyılın sonlarında inşa edildiği tahmin edilmektedir. Han, kesme taştan yapılmış olup, dikdörtgen bir plana sahiptir. İç avlusu ve çevresinde odalar bulunmaktadır. Günümüzde otel ve restoran olarak hizmet vermektedir.","Hasan Pasha Han is a historical building located in the city center of Kars. It is estimated to have been built in the late 19th century. The han is made of cut stone and has a rectangular plan. It has an inner courtyard and rooms around it. Today, it serves as a hotel and restaurant.",Açık,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Hasan_Pa%C5%9Fa_Han%C4%B1,2023-10-26,40.244444,43.050278
TR-00042,Hasankeyf,Hasankeyf,Tarihi Kent,Antik Kent,Batman,Hasankeyf,,"Hasankeyf, Batman, Türkiye",TR-EAST,"Hasankeyf, Batman iline bağlı tarihi bir ilçedir. Dicle Nehri kıyısında yer almaktadır ve binlerce yıllık bir geçmişe sahiptir. Birçok medeniyete ev sahipliği yapmıştır.",Hasankeyf is a historical town located in the Batman Province of Turkey. It is situated on the banks of the Tigris River and has a history spanning thousands of years. It has been home to many civilizations.,,FALSE,,,FALSE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://tr.wikipedia.org/wiki/Hasankeyf,2023-10-26,41.416667,37.716667
TR-00043,Hevsel Bahçeleri,Hevsel Gardens,Doğal Alan,Bahçe,Diyarbakır,Sur,,"Dicle Nehri Kenarı, Sur, Diyarbakır",TR-EAST,"Hevsel Bahçeleri, Diyarbakır Surları ile birlikte UNESCO Dünya Mirası Listesi'nde yer almaktadır. Dicle Nehri kıyısında bulunan bu verimli bahçeler, şehrin su ihtiyacını karşılamış ve tarımsal üretimde önemli bir rol oynamıştır. Tarihi boyunca birçok medeniyete ev sahipliği yapmış ve günümüzde de tarımsal faaliyetlerin devam ettiği önemli bir alandır.","The Hevsel Gardens are part of the UNESCO World Heritage Site along with the Diyarbakır Fortress. Located on the banks of the Tigris River, these fertile gardens have met the city's water needs and played an important role in agricultural production. It has hosted many civilizations throughout its history and is still an important area where agricultural activities continue.",,FALSE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr",https://whc.unesco.org/en/list/1488/,2023-10-26,37.9,40.2333
TR-00044,İshak Paşa Sarayı,İshak Pasha Palace,Tarihi Yapı,Saray,Ağrı,Doğubayazıt,Yukarıtahir,"Yukarıtahir, 04400 Doğubayazıt/Ağrı",TR-EAST,"İshak Paşa Sarayı, Ağrı'nın Doğubayazıt ilçesinde yer alan, Osmanlı İmparatorluğu döneminde inşa edilmiş tarihi bir saraydır. 1685'te Çolak Abdi Paşa tarafından yapımına başlanmış, 1784'te İshak Paşa tarafından tamamlanmıştır. Saray, Osmanlı, Selçuklu ve Fars mimari üsluplarının harmanlandığı etkileyici bir yapıdır. UNESCO Dünya Mirası Geçici Listesi'nde yer almaktadır.","İshak Pasha Palace is a historical palace located in Doğubayazıt district of Ağrı. Its construction was started by Çolak Abdi Pasha in 1685 and completed by İshak Pasha in 1784. The palace is an impressive structure blending Ottoman, Seljuk, and Persian architectural styles. It is on the UNESCO World Heritage Tentative List.",08:00–17:00,TRUE,,,TRUE,Kültür Varlığı,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/%C4%B0shak_Pa%C5%9Fa_Saray%C4%B1, https://whc.unesco.org/en/tentativelists/2019/, https://muze.gov.tr/",2023-10-26,43.145833,39.541667
TR-00045,İsmail Fakirullah Türbesi,Ismail Fakirullah Tomb,Dini Yapı,Türbe,Siirt,Tillo,,,TR-EAST,"İsmail Fakirullah Türbesi, Siirt'in Tillo ilçesinde bulunan tarihi bir yapıdır. Türbe, İslam alimi İsmail Fakirullah'a aittir ve her yıl birçok ziyaretçi tarafından ziyaret edilmektedir. Türbe özellikle kış gündönümünde yaşanan ışık hadisesi ile bilinir.",The Tomb of Ismail Fakirullah is a historical structure located in the Tillo district of Siirt. The tomb belongs to the Islamic scholar Ismail Fakirullah and is visited by many visitors every year. The tomb is especially known for the light phenomenon that occurs during the winter solstice.,,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/%C4%B0smail_Fakirullah_T%C3%BCrbesi,2023-10-27,42.044444,37.843611
TR-00046,Kahramanmaraş Kalesi,Kahramanmaras Castle,Tarihi Yapı,Kale,Kahramanmaraş,Merkez,,,TR-EAST,"Kahramanmaraş Kalesi, Kahramanmaraş şehir merkezinde yer alan tarihi bir kaledir. Şehrin sembol yapılarından biridir ve tarih boyunca birçok medeniyete ev sahipliği yapmıştır.",Kahramanmaras Castle is a historical castle located in the city center of Kahramanmaras. It is one of the symbolic structures of the city and has hosted many civilizations throughout history.,,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Kahramanmara%C5%9F_Kalesi,2023-10-26,36.935833,37.588889
TR-00047,Kaleiçi,Kaleiçi,Tarihi Kent Merkezi,Tarihi Alan,Antalya,Muratpaşa,Kaleiçi,"Kaleiçi, Muratpaşa, Antalya, Türkiye",TR-EAST,"Kaleiçi, Antalya'nın Muratpaşa ilçesinde bulunan tarihi kent merkezidir. Roma, Bizans, Selçuklu ve Osmanlı dönemlerinde yerleşim görmüş ve günümüze kadar korunmuştur. Dar sokakları, tarihi evleri, limanı ve surları ile ünlüdür.","Kaleiçi is the historical city center of Antalya, located in the Muratpaşa district. It has been inhabited during the Roman, Byzantine, Seljuk and Ottoman periods and has been preserved to the present day. It is famous for its narrow streets, historical houses, harbor and walls.",00:00-24:00,FALSE,,,TRUE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://tr.wikipedia.org/wiki/Kalei%C3%A7i,2023-10-26,30.7058,36.8847
TR-00048,Kanlıdivane Ören Yeri (Olba),Kanlıdivane (Olba),Tarihi Yer,Antik Kent,Mersin,Erdemli,Ayaş,"Kanlıdivane, Erdemli/Mersin",TR-EAST,"Kanlıdivane, Mersin ilinin Erdemli ilçesinde yer alan antik bir kenttir. Olba Krallığı'nın önemli merkezlerinden biriydi. İçerisinde barındırdığı tarihi yapılar ve doğal güzellikleriyle dikkat çekmektedir.",Kanlıdivane is an ancient city located in the Erdemli district of Mersin province. It was one of the important centers of the Olba Kingdom. It attracts attention with its historical structures and natural beauties.,08:00-19:00,TRUE,,,FALSE,Arkeolojik Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/mekan/mersin-kanlidivane-oren-yeri,2023-10-20,34.204444,36.583889
TR-00049,Karakoyunlu Kümbetleri,Karakoyunlu Tombs,Tarihi Eser,Kümbet,Iğdır,Karakoyunlu,,"Karakoyunlu, Iğdır, Türkiye",TR-EAST,"Karakoyunlu Kümbetleri, Iğdır ilinin Karakoyunlu ilçesinde bulunan tarihi kümbetlerdir. Kümbetlerin Karakoyunlular döneminde yapıldığı tahmin edilmektedir. Yapım tarihi kesin olarak bilinmemektedir. Mimari özellikleri ve süslemeleriyle dikkat çeken kümbetler, bölgenin önemli tarihi eserlerindendir.","The Karakoyunlu Tombs are historical tombs located in the Karakoyunlu district of Iğdır province, Turkey. The tombs are estimated to have been built during the Karakoyunlu period. The exact date of construction is unknown. The tombs, which attract attention with their architectural features and decorations, are among the important historical artifacts of the region.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",,2023-10-26,43.076944,39.916944
TR-00050,Karatepe-Aslantaş Açık Hava Müzesi,Karatepe-Aslantaş Open Air Museum,Müze,Açık Hava Müzesi,Osmaniye,Kadirli,,"Karatepe-Aslantaş Milli Parkı, Kadirli, Osmaniye",TR-EAST,"Karatepe-Aslantaş Açık Hava Müzesi, Osmaniye ili Kadirli ilçesinde bulunan bir açık hava müzesidir. MÖ 8. yüzyılda Geç Hitit döneminde inşa edilmiştir ve önemli bir arkeolojik sit alanıdır.",Karatepe-Aslantaş Open Air Museum is an open-air museum located in Kadirli district of Osmaniye province. It was built in the 8th century BC during the Late Hittite period and is an important archaeological site.,08:00-17:00,TRUE,,,TRUE,Milli Park,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=KAR01&DistId=KAR,2023-10-26,36.26667,37.33333
TR-00051,Kars Kalesi,Kars Castle,Kale,Askeri Yapı,Kars,Kars Merkez,Kale İçi,"Kale İçi Mahallesi, Kars Merkez",TR-EAST,"Kars Kalesi, Türkiye'nin Kars ilinde bulunan tarihi bir kaledir. Şehir merkezinde, Kars Çayı'nın batı kıyısında yer almaktadır. Kale, farklı dönemlerde çeşitli medeniyetler tarafından kullanılmış ve yeniden inşa edilmiştir. Günümüzde turistik bir cazibe merkezidir.","Kars Castle is a historical castle located in Kars, Turkey. It is situated in the city center, on the west bank of the Kars River. The castle has been used and rebuilt by various civilizations in different periods. Today, it is a tourist attraction.",,FALSE,,,FALSE,Tescilli Kültür Varlığı,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Kars_Kalesi, https://muze.gov.tr/",,43.091667,40.614167
TR-00052,Kasımiye Medresesi,Kasimiye Madrasa,Mimari,Medrese,Mardin,Artuklu,Medrese,"Medrese Mahallesi, 47100 Artuklu/Mardin",TR-EAST,"Kasımiye Medresesi, Mardin'de yer alan tarihi bir medrese olup, Akkoyunlu Sultan Kasım bin Cihangir tarafından 15. yüzyılın sonlarında yaptırılmıştır. İslam mimarisinin önemli örneklerinden biridir.","Kasimiye Madrasa is a historical madrasa located in Mardin, built by the Akkoyunlu Sultan Kasım bin Cihangir in the late 15th century. It is an important example of Islamic architecture.",08:00–17:00,FALSE,,,FALSE,Kültür Varlığı,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Kasımiye_Medresesi, https://muze.gov.tr/",2023-10-20,40.734722,37.313889
TR-00053,Kasrik Boğazı,Kasrik Gorge,Doğal Alan,Kanyon/Boğaz,Şırnak,Merkez,Kasrik,"Kasrik, Şırnak Merkez/Şırnak, Türkiye",TR-EAST,"Kasrik Boğazı, Şırnak il merkezine yakın bir konumda bulunan doğal bir geçittir. Bölgenin coğrafi yapısında önemli bir yere sahiptir.",Kasrik Gorge is a natural passage located near the city center of Şırnak. It has an important place in the geographical structure of the region.,,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Kasrik,2023-10-26,41.856111,37.526944
TR-00054,Kastabala Antik Kenti,Kastabala Ancient City,Antik Kent,Arkeolojik Alan,Osmaniye,Osmaniye Merkez,Kesmeburun,"Kesmeburun Köyü, Osmaniye Merkez, Osmaniye",TR-EAST,"Kastabala, Osmaniye il merkezine yaklaşık 12 km uzaklıkta, Kesmeburun Köyü sınırları içinde yer alan antik bir kenttir. Kentin tarihi MÖ 6. yüzyıla kadar uzanmaktadır. Hierapolis adıyla da bilinen kent, Roma ve Bizans dönemlerinde önemli bir merkez olmuştur. Günümüzde antik kentte tiyatro, kale, su kemerleri ve kilise kalıntıları görülebilir.","Kastabala is an ancient city located approximately 12 km from the city center of Osmaniye, within the borders of Kesmeburun Village. The history of the city dates back to the 6th century BC. Also known as Hierapolis, the city was an important center during the Roman and Byzantine periods. Today, the ruins of a theater, castle, aqueducts and a church can be seen in the ancient city.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=KLM01&DistId=OSM,2023-10-26,36.288889,36.283333
TR-00055,Kemah Kalesi,Kemah Castle,Kale,Askeri Yapı,Erzincan,Kemah,,"Kemah, Erzincan, Türkiye",TR-EAST,"Kemah Kalesi, Erzincan'ın Kemah ilçesinde bulunan tarihi bir kaledir. Urartular tarafından inşa edildiği tahmin edilmektedir. Kale, stratejik önemi nedeniyle tarih boyunca birçok medeniyet tarafından kullanılmıştır. İçerisinde cami, hamam ve çeşitli yapı kalıntıları bulunmaktadır.","Kemah Castle is a historical castle located in the Kemah district of Erzincan. It is estimated to have been built by the Urartians. The castle has been used by many civilizations throughout history due to its strategic importance. Inside, there are ruins of a mosque, a bath, and various structures.",,FALSE,,,FALSE,Tescilli Kültür Varlığı,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Kemah_Kalesi, https://muze.gov.tr/",2023-10-26,39.566667,39.3
TR-00056,Kibyra Antik Kenti,Kibyra Ancient City,Antik Kent,Arkeolojik Alan,Burdur,Gölhisar,,,TR-EAST,"Kibyra, Gölhisar Ovası'na hakim konumda bulunan antik bir kenttir. Kent, MÖ 3. yüzyılda kurulmuş ve MS 8. yüzyıla kadar yerleşim görmüştür. Kibyra, Roma döneminde önemli bir merkez olmuş ve gladyatör okuluyla ün kazanmıştır. Kentte stadyum, tiyatro, agora, hamam, anıtsal çeşme ve kaya mezarları gibi yapılar bulunmaktadır. Özellikle Medusa mozaiği ile tanınır.","Kibyra is an ancient city located overlooking the Gölhisar Plain. The city was founded in the 3rd century BC and was inhabited until the 8th century AD. Kibyra became an important center during the Roman period and gained fame with its gladiator school. The city has structures such as a stadium, theater, agora, bath, monumental fountain and rock tombs. It is especially known for its Medusa mosaic.",08:30-19:30,TRUE,,,FALSE,Arkeolojik Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=KBY01&DistId=KBY,,29.9875,37.159722
TR-00057,Kiğı Kalesi,Kiğı Castle,Kale,Askeri Yapı,Bingöl,Kiğı,,"Kiğı, Bingöl, Türkiye",TR-EAST,"Kiğı Kalesi, Bingöl'ün Kiğı ilçesinde bulunan tarihi bir kaledir. Urartular tarafından inşa edildiği tahmin edilmektedir. Kale, sarp bir kaya üzerine kurulmuştur ve etrafı derin vadilerle çevrilidir. Kale içerisinde su sarnıçları, depolar ve yaşam alanları bulunmaktadır. Kale, tarih boyunca birçok medeniyet tarafından kullanılmıştır.","Kiğı Castle is a historical castle located in the Kiğı district of Bingöl. It is estimated to have been built by the Urartians. The castle is built on a steep rock and is surrounded by deep valleys. Inside the castle, there are water cisterns, warehouses and living areas. The castle has been used by many civilizations throughout history.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Ki%C4%9F%C4%B1_Kalesi,2023-10-20,39.401667,39.168889
TR-00058,Kızkalesi,Kizkalesi Castle,Kale,Deniz Kalesi,Mersin,Erdemli,Kızkalesi,"Kızkalesi Mahallesi, Erdemli/Mersin",TR-EAST,"Kızkalesi, Mersin ilinin Erdemli ilçesinde bulunan bir kaledir. Antik çağlarda Korykos olarak bilinen bölgede yer alır ve denize yaklaşık 200 metre uzaklıktadır. Kalenin tarihi, farklı medeniyetlere ev sahipliği yapmıştır ve günümüzde önemli bir turistik merkezdir.","Kizkalesi (Maiden's Castle) is a castle situated on a small island facing the town of Kızkalesi (historical Corycus) in Mersin Province, Turkey. The castle has a history dating back to ancient times and is a popular tourist attraction.",08:30-17:30,TRUE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/K%C4%B1zkalesi,2023-10-26,34.169722,36.472222
TR-00059,Malabadi Köprüsü,Malabadi Bridge,Köprü,Taş Köprü,Diyarbakır,Silvan,Malabadi,"Malabadi Köyü, Silvan, Diyarbakır",TR-EAST,"Malabadi Köprüsü, Diyarbakır'ın Silvan ilçesi yakınlarında bulunan, Artuklu döneminde inşa edilmiş tarihi bir taş köprüdür.","Malabadi Bridge is a historic arch bridge located near Silvan, Diyarbakır, in southeastern Turkey. It was built during the Artuqid period.",,FALSE,,,FALSE,,"Wikipedia, Unesco, Muze.gov.tr",https://tr.wikipedia.org/wiki/Malabadi_K%C3%B6pr%C3%BCs%C3%BC,2023-10-26,41.040833,38.476944
TR-00060,Mardin Eski Şehir,Old City of Mardin,Tarihi Şehir,Kentsel Sit Alanı,Mardin,Merkez,,,TR-EAST,"Mardin Eski Şehir, taş işçiliği, tarihi yapıları, coğrafi konumu ve kültürel zenginlikleri ile tanınır. Farklı dinlere ait yapıları bir arada barındırması ve Mezopotamya Ovası'na hakim konumu ile dikkat çeker.","The Old City of Mardin is known for its stonework, historical structures, geographical location, and cultural richness. It is notable for hosting structures belonging to different religions together and its dominant position over the Mesopotamian Plain.",,FALSE,,,TRUE,Sit Alanı,"Wikipedia, Unesco",https://whc.unesco.org/en/tentativelists/59/,2023-10-26,40.7358,37.3122
TR-00061,Mem u Zin Türbesi,Mem and Zin Mausoleum,Anıt Mezar,,Ağrı,Doğubayazıt,,,TR-EAST,"Mem u Zin Türbesi, Ağrı'nın Doğubayazıt ilçesinde bulunan tarihi bir yapıdır. Kürt edebiyatının önemli eserlerinden biri olan Mem u Zin aşk hikayesinin kahramanları Mem ve Zin'in mezarlarının bulunduğu yer olarak bilinir.","The Mausoleum of Mem and Zin is a historical structure located in Doğubayazıt district of Ağrı. It is known as the place where the graves of Mem and Zin, the heroes of the love story of Mem and Zin, one of the important works of Kurdish literature, are located.",,FALSE,,,FALSE,,"Wikipedia, Unesco, Muze.gov.tr",,2023-10-26,41.484722,43.358611
TR-00062,Meydan Medresesi,Meydan Madrasa,Mimari,Medrese,Hakkari,Merkez,,,TR-EAST,"Meydan Medresesi, Hakkari il merkezinde bulunan tarihi bir medresedir. Yapım tarihi kesin olarak bilinmemekle birlikte, 13. yüzyılda yapıldığı tahmin edilmektedir. Medrese, uzun yıllar boyunca bölgenin önemli bir eğitim merkezi olmuştur.","Meydan Madrasa is a historical madrasa located in the city center of Hakkari. Although the exact date of construction is unknown, it is estimated to have been built in the 13th century. The madrasa has been an important educational center in the region for many years.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Meydan_Medresesi_(Hakk%C3%A2ri), https://muze.gov.tr/",2023-11-19,43.759167,37.576944
TR-00063,Munzur Vadisi Milli Parkı,Munzur Valley National Park,Doğal Alan,Milli Park,Tunceli,Ovacık,,"Munzur Vadisi Milli Parkı, Ovacık, Tunceli, Türkiye",TR-EAST,"Munzur Vadisi Milli Parkı, Türkiye'nin Tunceli ilinde bulunan bir milli parktır. Zengin bitki örtüsü ve yaban hayatı çeşitliliği ile bilinir. Munzur Dağları'nın eteklerinde yer alır ve Munzur Çayı vadisini kapsar.","Munzur Valley National Park is a national park located in Tunceli, Turkey. It is known for its rich flora and diverse wildlife. It is located at the foot of the Munzur Mountains and encompasses the Munzur River valley.",,FALSE,,,FALSE,Milli Park,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Munzur_Vadisi_Milli_Park%C4%B1,2023-10-26,39.375,39.101
TR-00064,Murat Köprüsü,Murat Bridge,Köprü,Tarihi Köprü,Muş,Hasköy,,,TR-EAST,"Murat Köprüsü, Türkiye'nin Muş ilinin Hasköy ilçesinde bulunan tarihi bir köprüdür. Murat Nehri üzerinde yer alır. Köprünün ne zaman yapıldığına dair kesin bir bilgi bulunmamaktadır, ancak Osmanlı döneminde yapıldığı tahmin edilmektedir. Köprü, kesme taştan inşa edilmiştir ve yedi gözlüdür. Uzunluğu 150 metre, genişliği ise 5 metredir. Köprü, günümüzde hala kullanılmaktadır.","Murat Bridge is a historical bridge located in the Hasköy district of Muş, Turkey. It is located on the Murat River. There is no definite information about when the bridge was built, but it is estimated to have been built during the Ottoman period. The bridge is built of cut stone and has seven arches. It is 150 meters long and 5 meters wide. The bridge is still in use today.",,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Murat_K%C3%B6pr%C3%BCs%C3%BC,2023-10-26,42.254444,39.058611
TR-00065,Myra Antik Kenti,Myra Ancient City,Antik Kent,Arkeolojik Sit Alanı,Antalya,Demre,Alakazı,"Alakazı Mahallesi, Myra Ören Yeri, Demre/Antalya",TR-EAST,"Myra, Antalya'nın Demre ilçesinde bulunan antik bir Likya kentidir. Kayalara oyulmuş mezarları, Roma dönemi tiyatrosu ve Bizans kilisesi ile ünlüdür.","Myra was an ancient Lycian city in present-day Demre, Antalya Province of Turkey. It was located on the river Myros, in the Lycian heartland, where the fertile alluvial plain meets the rocky hills and Mediterranean Sea.",08:00-19:00,TRUE,,,TRUE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/mekanlar/detay/myra-oren-yeri,2023-10-26,29.986944,36.248056
